name,market,funding_total_usd,status,country_code,state_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Genoa Pharmaceuticals,Biotechnology,2179480,operating,USA,CA,San Diego,1,,2015-08-13,2015-08-13
SPORTLOGiQ,Sports,2179233,operating,CAN,QC,Montrí©al,2,2012-01-01,2013-11-01,2015-07-15
CreateTrips,Travel,2179030,operating,FIN,,Helsinki,2,2009-09-01,2014-06-26,2015-02-27
Captive Media,Advertising,2178812,operating,GBR,,London,3,2003-01-01,2012-11-13,2015-02-03
Zaask,Curated Web,2175449,operating,PRT,,Lisbon,2,2002-01-01,2013-06-01,2015-01-01
Tongtech,Software,2175115,operating,CHN,,Beijing,2,2013-05-20,1999-07-01,2003-08-01
sprylab,Information Technology,2175016,operating,DEU,,Berlin,1,2014-08-01,2015-03-23,2015-03-23
Airpowered,Internet,2175000,operating,USA,FL,Tavares,1,,2009-02-20,2009-02-20
Hypur,Banking,2175000,operating,USA,AZ,Scottsdale,1,1999-01-01,2015-05-12,2015-05-12
myJambi,Services,2175000,operating,USA,NY,New York,1,2007-12-12,2007-11-01,2007-11-01
NuMe Health,Biotechnology,2175000,closed,USA,LA,New Orleans,2,2002-01-01,2011-07-26,2012-05-16
phorus,Mobile,2175000,operating,USA,CA,Encino,3,2009-11-01,2011-03-15,2011-11-09
Specialty Surgery of Secaucus,Biotechnology,2175000,operating,USA,NJ,Secaucus,1,,2010-07-09,2010-07-09
Tricycle,Clean Technology,2175000,operating,USA,TN,Chattanooga,5,2012-05-31,2002-01-01,2009-01-01
Pandoodle Corp,Software,2174140,operating,USA,CA,Palo Alto,7,2000-01-01,2009-08-12,2015-06-09
Calosyn Pharma,Biotechnology,2173077,operating,USA,GA,Atlanta,2,2014-01-01,2010-04-13,2012-02-29
Parallel Engines,Semiconductors,2172318,operating,USA,CA,Cupertino,1,2010-06-01,2010-11-19,2010-11-19
"Waygum, Inc.",Application Platforms,2172045,operating,USA,CA,Dublin,5,2012-02-10,2013-11-09,2015-03-27
Brandnew IO,Advertising,2170000,operating,DEU,,Berlin,2,2013-01-01,2013-08-01,2014-08-26
WelVU,Software,2167500,operating,USA,OR,Portland,3,,2012-08-06,2014-10-11
Artifact Technologies,Software,2166667,operating,USA,WA,Seattle,2,2012-01-01,2011-11-01,2015-04-15
LKC Technologies,Sensors,2165587,operating,USA,MD,Gaithersburg,1,1983-01-01,2014-12-18,2014-12-18
Sellsy,Customer Service,2165094,operating,FRA,,La Rochelle,3,,2009-01-01,2013-12-04
Petbrosia,Pets,2165001,operating,USA,OH,Cincinnati,2,2008-05-16,2014-02-04,2015-01-02
avocarrot,Mobile,2161671,operating,GBR,,London,2,2011-10-01,2013-01-01,2015-05-19
DreamDry,E-Commerce,2161469,operating,USA,NY,New York,1,2009-07-27,2014-06-15,2014-06-15
99.co,Local Businesses,2160000,operating,SGP,,Singapore,2,2010-08-07,2014-05-06,2015-01-29
ArmorText,Mobile,2160000,operating,USA,VA,Reston,3,1996-01-01,2012-09-01,2015-02-20
Diamond Microwave Devices,Semiconductors,2160000,operating,GBR,,Leeds,1,,2009-11-30,2009-11-30
FreedomPay,Enterprise Software,2160000,operating,USA,PA,Radnor,1,2004-01-01,2008-12-19,2008-12-19
Genprex,Biotechnology,2160000,operating,USA,TX,Austin,3,1999-01-01,2013-12-26,2015-03-04
GSIP Holdings,Finance,2160000,operating,USA,NY,New York,1,2011-01-01,2014-01-08,2014-01-08
RCD Technology,Manufacturing,2160000,operating,USA,PA,Quakertown,2,2012-01-01,2006-05-25,2012-01-19
Patient Engagement Systems,Health and Wellness,2159631,operating,USA,VT,Burlington,5,2011-01-01,2009-04-28,2015-05-28
Crescent Diagnostics,Health Care,2159550,operating,IRL,,Dublin,1,2004-12-01,2011-06-22,2011-06-22
OnlineSheetMusic,Music,2157896,operating,USA,CA,Los Altos,2,2013-03-01,2007-06-18,2013-07-26
Micromidas,Clean Technology,2156061,operating,USA,CA,West Sacramento,1,2008-01-01,2010-04-07,2010-04-07
neoScoresŒ¬,Music,2155846,operating,BEL,,Antwerp,1,2006-01-01,2015-04-01,2015-04-01
Skai,Software,2155395,operating,USA,VA,Reston,5,2002-01-01,2011-08-12,2015-02-27
Apogee Informatics,Software,2155050,operating,USA,OR,Portland,3,1995-01-01,2009-12-28,2011-10-25
Broadway Networks,Public Relations,2154000,closed,USA,CA,San Jose,3,2011-01-01,2009-08-27,2010-06-08
AdVantage Networks,Monetization,2152000,operating,USA,CA,Glendale,3,2012-12-01,2010-08-09,2012-06-05
Zoomorama,Curated Web,2150110,closed,FRA,,Paris,2,2008-01-01,2007-04-01,2008-06-01
AvocadoŒ»,Software,2150000,operating,USA,CA,San Francisco,2,,2012-04-01,2013-09-26
BIOCUREX,Biotechnology,2150000,operating,CAN,ON,Richmond Hill,1,2011-06-01,2009-08-31,2009-08-31
burrp!,Local,2150000,operating,IND,,Mumbai,2,2012-12-12,2006-12-01,2007-11-01
CalmSea,Big Data,2150000,acquired,USA,CA,Mountain View,3,2013-01-01,2010-09-10,2012-07-23
Get It Delivery Technologies LLC,Service Providers,2150000,operating,,,,2,2001-01-01,2014-07-04,2014-11-22
Goodzer Inc.,Location Based Services,2150000,operating,USA,VA,Reston,3,1884-01-01,2010-07-01,2014-10-14
Gramovox,Design,2150000,operating,USA,IL,Chicago,2,2010-02-15,2014-08-26,2015-07-27
Moverati,Video,2150000,closed,USA,TX,Grapevine,1,2011-01-19,2010-01-01,2010-01-01
NativeAD,Advertising,2150000,operating,USA,NY,New York,2,,2013-08-28,2014-12-22
Perceivant,Software,2150000,operating,USA,IN,Indianapolis,2,2012-01-01,2013-10-01,2014-10-21
Pluto Media,Mobile,2150000,operating,USA,CA,Menlo Park,3,,2011-12-09,2013-03-31
PowWowHR,Human Resources,2150000,operating,USA,GA,Atlanta,1,2012-06-01,2012-12-17,2012-12-17
Preclick,Software,2150000,acquired,USA,NJ,Atlantic Highlands,2,,2005-06-13,2007-02-14
Reddwerks Corporation,Software,2150000,operating,USA,TX,Austin,3,2011-02-01,2009-07-16,2010-04-22
SCL Elements acquired by Schneider Electric,Mobile,2150000,operating,CAN,QC,Montrí©al,1,2005-01-01,2011-10-04,2011-10-04
SEWA,Non Profit,2150000,operating,IND,,Bhadra,1,2010-01-01,2015-04-21,2015-04-21
Shadow Health,Health and Wellness,2150000,operating,USA,FL,Gainesville,5,2005-01-01,2011-06-20,2014-01-30
Stocard,Mobile,2150000,operating,DEU,,Mannheim,2,1998-11-01,2012-12-11,2014-01-01
UpNest,Real Estate,2150000,operating,USA,CA,Burlingame,1,2007-05-17,2014-11-01,2014-11-01
Visage,Software,2150000,operating,USA,CA,Irvine,1,2011-01-01,2015-06-18,2015-06-18
Whisk (formerly Zypsee),Public Transportation,2150000,operating,USA,NY,New York,1,2013-06-01,2013-08-13,2013-08-13
neoSurgical,Health Care,2148800,operating,,,,1,2014-06-01,2011-09-23,2011-09-23
TwoF,Biotechnology,2148399,closed,USA,CA,San Mateo,1,2006-01-01,2010-02-08,2010-02-08
iPosi,Web Hosting,2147954,operating,USA,CO,Denver,2,,2013-12-18,2014-11-07
Orthobond,Biotechnology,2147092,operating,USA,NJ,North Brunswick,1,2013-01-01,2011-10-21,2011-10-21
Silver Lining Solutions,Software,2147000,operating,GBR,,Rugby,2,2009-09-01,2008-05-05,2010-08-11
BiBOARD,Software,2145715,operating,FRA,,Grenoble,1,2010-04-01,2015-04-23,2015-04-23
Irrigation Water Techologies America,Clean Technology,2145600,operating,USA,CO,Longmont,1,2004-01-01,2010-05-21,2010-05-21
MavenSocial,Social CRM,2145000,operating,CAN,ON,Burlington,3,1999-01-01,2012-04-10,2015-02-10
QuanTemplate,Finance,2145000,operating,,,,3,2001-01-01,2013-06-24,2014-09-15
CargoMetrics Technologies,Big Data Analytics,2144550,operating,USA,MA,Boston,1,2007-01-01,2015-01-05,2015-01-05
Seaweed Bath Co.,Health and Wellness,2144487,operating,USA,TX,Austin,1,2006-01-01,2014-12-08,2014-12-08
GoodWorld,Charity,2144000,operating,USA,DC,Washington,2,2012-08-01,2015-01-15,2015-07-07
InStream Media,Advertising,2142981,operating,USA,MA,Newton,3,2010-08-01,2009-03-30,2011-05-26
Applied Cavitation,Manufacturing,2142961,operating,USA,CA,Santa Barbara,5,2012-11-14,2014-02-09,2015-03-20
Hardide Coatings,Mechanical Solutions,2142305,operating,GBR,,,1,2004-01-01,2004-04-15,2004-04-15
Procarta Biosystems,Biotechnology,2141777,operating,,,,2,1993-01-01,2007-11-12,2008-06-06
EQUISO,Content,2141557,operating,USA,MA,Cambridge,3,2005-01-01,2012-02-01,2013-03-04
BigRep,Manufacturing,2140000,operating,DEU,,Berlin,2,2013-03-08,2013-12-01,2014-11-29
DreamFund,Consulting,2139800,operating,USA,MA,Wellesley Hills,1,2010-01-01,2015-01-09,2015-01-09
Basha,E-Commerce,2139250,operating,CHN,,Beijing,2,,2010-06-01,2011-08-01
Codeoscopic,Apps,2139150,operating,ESP,,Madrid,1,,2011-06-28,2011-06-28
Pacific Light Technologies,Hardware + Software,2136941,operating,USA,OR,Portland,2,2012-02-15,2012-05-04,2014-11-24
MyWave,Customer Service,2136752,operating,NZL,,,1,2010-01-01,2014-04-28,2014-04-28
FaceFirst (Airborne Biometrics),Software,2136552,operating,USA,CA,Camarillo,3,2014-09-01,2010-04-22,2010-12-10
Eagle Genomics,Biotechnology,2136504,operating,GBR,,Cambridge,2,2008-01-01,2013-11-21,2013-11-22
Alastin Skincare,Fitness,2134999,operating,USA,CA,Del Mar,1,,2015-08-10,2015-08-10
rateGenius,Finance,2134804,operating,USA,TX,Austin,1,2010-12-11,2010-05-26,2010-05-26
eBrevia,Software,2134000,operating,USA,CT,Stamford,8,2010-03-01,2012-03-02,2014-11-25
Bookeen,Hardware + Software,2133000,operating,FRA,,Paris,1,2011-01-01,2009-06-01,2009-06-01
Azalead,Software,2132476,operating,FRA,,Paris,1,,2015-03-18,2015-03-18
Microbix Biosystems,Biotechnology,2132417,ipo,CAN,ON,Toronto,4,,2009-09-23,2014-02-20
TGS Knee Innovations,Biotechnology,2132250,closed,USA,MN,Plymouth,2,2010-01-01,2010-02-18,2011-05-20
MeMeMe,Mobile,2131303,operating,USA,VA,Fairfax,3,2013-01-01,2010-07-01,2012-01-01
Trefis,Analytics,2130000,operating,USA,MA,Boston,2,2012-01-01,2008-11-01,2010-06-02
RainBird Technologies,Software,2125922,operating,GBR,,Norwich,2,2010-10-10,2014-06-25,2015-08-16
CerRx,Biotechnology,2125557,operating,USA,TX,Lubbock,1,,2013-02-04,2013-02-04
Memeni,Communities,2125000,operating,,,,3,,2012-01-01,2014-01-01
Mendeley,Social Network Media,2125000,acquired,GBR,,London,2,2011-01-01,2009-02-25,2012-01-19
Sarbari,Software,2125000,operating,USA,PA,Allentown,1,2013-01-04,2014-05-22,2014-05-22
Smore,Finance,2125000,operating,USA,CA,Palo Alto,3,2012-01-01,2011-11-01,2014-05-06
Supply Vision,Enterprise Software,2125000,operating,USA,IL,Chicago,2,2011-01-01,2012-10-03,2013-05-09
Uniphy Health,Health Care Information Technology,2125000,operating,USA,MN,Minneapolis,3,2015-01-01,2014-04-10,2015-03-01
OvaGene Oncology,Biotechnology,2121849,operating,USA,CA,Irvine,3,2006-05-01,2012-03-05,2013-10-20
Isabella Oliver,E-Commerce,2121352,operating,GBR,,London,1,2012-01-01,2013-10-09,2013-10-09
Verifly Holdings,Manufacturing,2120253,operating,IRL,,Dublin,1,2014-01-01,2015-04-12,2015-04-12
GaleForce Solutions,Finance,2120000,acquired,CAN,BC,Vancouver,1,2012-05-01,2006-04-25,2006-04-25
IntelliWheels,Hardware + Software,2120000,operating,USA,IL,Champaign,4,,2012-08-16,2014-08-06
MTailor,Mass Customization,2120000,operating,,,,2,2013-05-20,2014-07-16,2014-10-23
Pachyderm,Infrastructure,2120000,operating,USA,CA,Mountain View,2,2011-02-21,2014-12-01,2015-06-10
PicnicHealth,Medical,2120000,operating,USA,CA,San Francisco,2,2008-09-07,2014-07-16,2015-04-02
Research & Innovation,Market Research,2120000,operating,JPN,,Tokyo,1,2014-01-01,2014-08-22,2014-08-22
SigOpt,Optimization,2120000,operating,USA,CA,San Francisco,2,2010-07-01,2014-12-01,2015-06-16
bookjam,News,2115950,operating,KOR,,Seoul,4,2015-04-02,2012-05-10,2015-03-24
AMI Entertainment Network,Games,2115176,operating,USA,IL,Willowbrook,2,2004-04-01,2010-01-05,2010-07-27
Kabongo,Education,2115100,operating,USA,MI,Ann Arbor,3,2014-02-01,2009-08-08,2010-10-14
Vehcon,Analytics,2113736,operating,USA,GA,Atlanta,4,2012-09-01,2013-06-17,2015-07-13
PointAcross,Presentations,2112950,operating,USA,CO,Denver,2,,2010-10-14,2012-04-16
Sabik Medical,Diagnostics,2112753,operating,USA,MA,Sudbury,2,2011-01-01,2014-05-22,2015-05-14
Overstock Drugstore,E-Commerce,2111760,operating,USA,UT,Salt Lake City,2,2012-04-22,2009-02-18,2011-09-14
Selectionnist,Media,2110951,operating,FRA,,Paris,1,2012-03-01,2015-03-13,2015-03-13
Sciences-U,Education,2110800,operating,FRA,,Paris,1,2005-01-01,2010-01-27,2010-01-27
Goomzee,Enterprise Software,2110120,operating,USA,MT,Missoula,3,,2009-11-06,2012-11-23
Passport Brands,Fashion,2107000,ipo,USA,NY,New York,1,,2011-07-19,2011-07-19
Biomode - Biomolecular Determination,Biotechnology,2106889,operating,PRT,,Guimarí£es,2,,2010-12-20,2015-03-19
Talknote,Social Media,2106651,operating,JPN,,Tokyo,3,,2010-04-01,2013-10-22
lucierna,Software,2106600,acquired,ESP,,Madrid,1,,2011-09-08,2011-09-08
WineShop,Hospitality,2106500,operating,USA,CA,Napa,1,,2010-07-09,2010-07-09
UNITED ORTHOPEDIC GROUP,Biotechnology,2105265,operating,USA,TX,Plano,1,2004-01-01,2013-05-30,2013-05-30
Monopar,Therapeutics,2105100,operating,USA,CA,Lake Forest,1,2008-07-01,2015-06-18,2015-06-18
Aurora Spine,Healthcare Services,2104194,operating,USA,CA,Carlsbad,2,2009-01-01,2014-01-29,2015-03-18
Visicon Technologies,Software,2102000,operating,USA,CA,Napa,2,2012-01-01,2012-07-01,2014-11-25
NanoHorizons,Biotechnology,2101767,operating,USA,PA,Bellefonte,1,2011-10-01,2011-01-05,2011-01-05
A&G Pharmaceutical,Biotechnology,2100002,operating,USA,MD,Columbia,2,,2005-09-08,2010-04-27
80/20 Solutions,Social Media,2100000,closed,CAN,ON,Toronto,1,,2009-08-07,2009-08-07
Above All Software,Software,2100000,operating,USA,CA,Redwood City,1,2015-01-01,2005-06-01,2005-06-01
AccuRev,Software,2100000,operating,USA,MA,Concord,1,2012-12-20,2005-03-07,2005-03-07
Acer Therapeutics,Pharmaceuticals,2100000,operating,USA,MA,Cambridge,1,2008-09-01,2015-04-02,2015-04-02
Alchemist Accelerator,Education,2100000,operating,USA,CA,San Francisco,2,,2013-10-23,2015-01-20
American DG Energy,Clean Technology,2100000,ipo,USA,MA,Waltham,1,2014-07-01,2010-10-04,2010-10-04
AutekBio,Biotechnology,2100000,operating,USA,CA,Santa Clara,2,,2007-08-07,2007-10-22
Avance Pay,Finance,2100000,operating,BEL,,Heist-op-den-berg,1,2014-06-01,2013-11-08,2013-11-08
AXON Connected,Bioinformatics,2100000,operating,USA,VA,Harrisonburg,1,2009-01-01,2015-01-11,2015-01-11
Azure Minerals,Data Mining,2100000,operating,AUS,,Perth,1,2013-01-01,2013-11-18,2013-11-18
Babyscripts,Mobile Health,2100000,operating,USA,DC,Washington,3,2009-01-01,2013-03-11,2015-04-10
Bespoke Innovations,Health Care,2100000,operating,USA,CA,San Francisco,2,2011-05-01,2010-08-05,2010-12-07
BirdDog Solutions,Enterprise Software,2100000,operating,USA,MA,Andover,1,2012-09-07,2010-09-30,2010-09-30
BlikBook,Education,2100000,operating,GBR,,London,2,2009-01-01,2011-01-01,2013-07-08
Brainz Games,Graphics,2100000,operating,COL,,Bogotíç,3,,2010-02-01,2012-01-01
Bringhub,E-Commerce,2100000,operating,USA,CA,Los Angeles,2,,2014-10-01,2015-04-20
Chatous,Social Media,2100000,operating,USA,CA,San Francisco,1,2007-11-01,2014-12-17,2014-12-17
CHiWAO Mobile App,Software,2100000,operating,USA,NJ,Woodcliff Lake,1,2011-02-01,2013-06-01,2013-06-01
Comparaencasa.com,Cars,2100000,operating,GBR,,Chobham,3,2008-01-01,2010-09-30,2015-05-31
Deposco,Software,2100000,operating,USA,GA,Alpharetta,1,2009-04-01,2014-02-27,2014-02-27
Drivr,Mobile,2100000,operating,DNK,,Copenhagen,2,2011-01-01,2011-12-01,2012-11-15
Edeal Services,Software,2100000,operating,CAN,ON,Toronto,1,2011-01-01,2002-12-04,2002-12-04
Egomotion,Sensors,2100000,operating,USA,CA,San Francisco,3,,2011-10-14,2015-01-19
Eltechs,Software,2100000,operating,RUS,,Moscow,2,2007-11-14,2012-05-30,2013-09-02
Emunamedica,Biotechnology,2100000,operating,USA,FL,Hollywood,1,,2010-07-13,2010-07-13
EquityNet,Software,2100000,operating,USA,AR,Fayetteville,2,2003-01-01,2007-05-20,2014-04-08
"Falafel Games - Mezzabites Technologies Co., Ltd",Games,2100000,operating,HKG,,Hong Kong,1,2014-01-01,2012-03-01,2012-03-01
Fight My Monster,Kids,2100000,operating,USA,CA,San Mateo,1,2013-04-01,2012-03-01,2012-03-01
Flud,Social Media,2100000,closed,USA,CA,San Diego,3,2008-01-01,2011-04-13,2012-09-01
FlyCast,Mobile,2100000,closed,USA,PA,Lancaster,2,2013-07-01,2008-01-01,2009-07-22
FortaTrust,Enterprise Software,2100000,operating,PAN,,Pan De Azí_car,1,2014-01-01,2012-10-11,2012-10-11
Gecko Health Innovations Inc. (formerly GeckoCap),Health and Wellness,2100000,operating,USA,MA,Cambridge,3,2007-01-01,2012-08-15,2013-09-01
GrubMarket Inc,E-Commerce,2100000,operating,USA,CA,Newark,1,2006-06-01,2015-01-27,2015-01-27
Guildery,Consumer Goods,2100000,operating,USA,CA,,1,2015-01-01,2015-05-21,2015-05-21
Haute Secure,Software,2100000,acquired,USA,WA,Seattle,2,,2007-01-01,2009-03-09
Innova,SEO,2100000,operating,JPN,,Tokyo,1,2004-08-11,2014-09-02,2014-09-02
iTrans Technologies,Marketplaces,2100000,operating,SGP,,Singapore,2,2011-05-09,2010-06-01,2012-01-04
Joyable,Health Care,2100000,operating,USA,CA,San Francisco,1,,2015-03-18,2015-03-18
Kickboard,Education,2100000,operating,USA,LA,New Orleans,2,2012-04-12,2010-07-01,2013-02-27
KleerMail,Software,2100000,operating,USA,MA,Boston,1,2013-07-01,2015-06-15,2015-06-15
Klutch,Mobile,2100000,operating,USA,CA,Santa Monica,3,2013-01-01,2013-01-05,2014-03-13
Last Guide,Social Media,2100000,operating,USA,CA,San Francisco,1,2004-01-01,2014-04-10,2014-04-10
LightPole,Mobile,2100000,closed,,,,2,2011-07-01,2007-06-01,2008-03-03
"LOCKON CO.,LTD.",Software,2100000,ipo,JPN,,Osaka,1,2014-08-18,2008-07-11,2008-07-11
Loku,Ediscovery,2100000,closed,USA,CA,San Francisco,2,2010-06-12,2010-08-18,2012-09-01
Lully,Kids,2100000,operating,USA,CA,San Francisco,1,2011-08-26,2015-06-01,2015-06-01
Malang Studio,Lifestyle,2100000,operating,KOR,,Seoul,2,1926-01-01,2013-03-15,2014-04-09
MamaBear App,Apps,2100000,operating,USA,FL,Tampa,2,2013-01-01,2012-02-24,2014-07-15
MedPageToday,Health Care,2100000,acquired,USA,NJ,Little Falls,1,2012-01-01,2007-03-08,2007-03-08
MobiliBuy,Mobile,2100000,operating,ISR,,Caesarea,2,2014-06-12,2014-02-01,2014-11-25
New Zealand Free Classifieds,Advertising,2100000,closed,NZL,,Auckland,1,,2011-12-29,2011-12-29
PageScience,Content,2100000,operating,USA,NY,New York,3,2012-06-19,2012-03-10,2014-11-17
PassKit,Consumer Electronics,2100000,operating,HKG,,Hong Kong,2,2008-01-01,2012-12-10,2014-12-01
Payable,Software,2100000,operating,USA,CA,San Francisco,1,2010-11-19,2015-08-05,2015-08-05
Playfire,Games,2100000,acquired,GBR,,London,1,,2009-11-10,2009-11-10
PPG Industries,Clean Technology,2100000,ipo,USA,PA,Pittsburgh,1,,2014-02-03,2014-02-03
ReaMetrix,Biotechnology,2100000,operating,USA,CA,San Carlos,1,,2009-11-24,2009-11-24
RevSite,Services,2100000,operating,USA,VA,Reston,2,2011-10-01,2014-10-31,2015-01-31
Robin,Office Space,2100000,operating,USA,MA,Boston,1,2000-01-01,2014-07-07,2014-07-07
ScaleDB,Cloud Computing,2100000,operating,USA,CA,Menlo Park,1,2013-01-01,2008-08-01,2008-08-01
Scalyr,Cloud Computing,2100000,operating,USA,CA,Portola Valley,1,2014-01-01,2015-04-22,2015-04-22
Simplicita Software,Software,2100000,acquired,USA,CO,Denver,1,2013-10-01,2006-05-22,2006-05-22
SkillPixels,Analytics,2100000,operating,FIN,,Espoo,1,2008-03-06,2014-10-07,2014-10-07
SlidePay,E-Commerce,2100000,operating,USA,CA,Mountain View,2,2012-12-18,2012-06-25,2013-12-01
Societal Innovation Holdings Limited,Marketplaces,2100000,operating,GBR,,London,1,2014-03-13,2014-03-31,2014-03-31
Sofive,Soccer,2100000,operating,USA,NY,Brooklyn,1,2013-01-01,2014-06-01,2014-06-01
Solectria Renewables,Clean Technology,2100000,operating,USA,MA,Lawrence,1,2011-01-01,2011-09-06,2011-09-06
Stellr,Trading,2100000,operating,,,,1,2009-01-01,2012-09-06,2012-09-06
Stevie,Social Media,2100000,operating,ISR,,Tel Aviv,4,,2011-10-01,2014-02-03
Sunlabob Renewable Energy,Renewable Energies,2100000,operating,LAO,,Vientiane,1,2006-07-20,2015-03-26,2015-03-26
Surprise Ride,Curated Web,2100000,operating,USA,DC,Washington,2,1910-01-01,2013-02-01,2015-01-26
Tamecco,Software,2100000,operating,JPN,,Tokyo,2,,2013-01-20,2014-03-12
Tangentix,Games,2100000,operating,GBR,,Sheffield,1,,2013-03-25,2013-03-25
Tap 'n Tap,Android,2100000,operating,USA,MA,Cambridge,3,2011-03-01,2010-02-09,2013-07-01
TerraWi,Software,2100000,closed,USA,VA,Falls Church,1,2011-07-15,2012-07-23,2012-07-23
The Business of Fashion,Fashion,2100000,operating,GBR,,London,2,,2013-02-18,2015-05-01
The Virtual Reality Company,Film,2100000,operating,USA,CA,Los Angeles,1,2014-01-01,2015-05-29,2015-05-29
TheFashion,Fashion,2100000,operating,GBR,,London,2,2008-01-01,2013-12-01,2014-11-12
Tiangua Online,Games,2100000,operating,CHN,,Beijing,3,,2011-12-01,2013-09-01
TriActive,Software,2100000,operating,USA,TX,Austin,1,2014-11-21,2007-04-30,2007-04-30
Triptrotting,Travel,2100000,operating,USA,CA,San Francisco,4,2011-05-01,2010-12-30,2012-05-22
Unsubscribe.com,Curated Web,2100000,acquired,USA,CA,Santa Monica,2,2010-01-01,2010-05-01,2010-10-21
Vayable,Collaborative Consumption,2100000,operating,USA,CA,San Francisco,4,2011-01-15,2011-12-12,2013-05-01
VideoElephant.com,Video,2100000,operating,IRL,,Dublin,2,1999-01-01,2012-12-01,2014-10-23
WillCall,Ticketing,2100000,acquired,USA,CA,San Francisco,3,2013-09-01,2011-05-01,2013-08-07
ZapStitch,Cloud Computing,2100000,operating,USA,CA,Palo Alto,2,2004-01-01,2014-05-01,2015-05-12
Pivot Acquisition,Software,2099700,operating,CAN,ON,Toronto,1,,2013-06-20,2013-06-20
Public Media Works,Curated Web,2099590,closed,USA,CA,Sausalito,2,2012-02-01,2011-05-17,2011-06-13
DRAMA & COMPANY,Mobile,2099376,operating,KOR,,Seoul,2,2014-01-01,2014-04-30,2014-11-28
eegoes,Social Network Media,2097100,closed,USA,MA,Boston,3,,2010-07-19,2011-07-26
MedEncentive,Health Care,2096674,operating,USA,OK,Oklahoma City,1,2009-01-01,2014-06-23,2014-06-23
Ushahidi,Nonprofits,2095740,operating,KEN,,Nairobi,6,2011-11-01,2008-08-01,2009-12-01
Love With Food,E-Commerce,2095000,operating,USA,CA,Foster City,3,2012-08-01,2011-10-01,2014-06-10
Brightkite,Finance,2094920,acquired,USA,CA,Burlingame,4,,2007-08-01,2009-07-06
Cardeeo,Software,2094840,operating,USA,PA,Pittsburgh,5,2011-09-01,2011-10-20,2015-03-09
Intelligent Ultrasound,Software,2094510,operating,GBR,,Didcot,1,,2014-10-08,2014-10-08
ClevrU Corporation,Education,2094283,operating,CAN,ON,Waterloo,1,1919-06-12,2012-02-10,2012-02-10
ArangoDB,Databases,2094063,operating,DEU,,Cologne,1,1985-01-01,2015-02-10,2015-02-10
Lunaphore Technologies,Medical Devices,2093440,operating,CHE,,Lausanne,1,,2015-04-29,2015-04-29
Invesdor,Startups,2092949,operating,,,,7,,2012-03-01,2015-08-11
